,func,ncalls,ccalls,tottime,cumtime,callers
32,<built-in method numpy.core._multiarray_umath.implement_array_function>,27660,0,0.285879151,0.157177264,"[_lsprof.profiler_subentry(code=<code object prod at 0x7f0395ff0530, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/fromnumeric.py"", line 2955>, callcount=3964, reccallcount=0, totaltime=0.12870188700000001, inlinetime=0.016983500000000002)]"
16,"<code object Inverts_pawns at 0x7f03793b7230, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 44>",47338,0,0.25305714100000004,0.15362989400000002,"[_lsprof.profiler_subentry(code=<code object retournement at 0x7f0397b2e2e0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 11>, callcount=73097, reccallcount=0, totaltime=0.089384823, inlinetime=0.065646171), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=47338, reccallcount=0, totaltime=0.010042424000000001, inlinetime=0.010042424000000001)]"
34,<method 'choice' of 'numpy.random.mtrand.RandomState' objects>,3964,0,0.27756414500000004,0.125954133,"[_lsprof.profiler_subentry(code=<code object prod at 0x7f0395e12310, file ""<__array_function__ internals>"", line 177>, callcount=3964, reccallcount=0, totaltime=0.15161001200000002, inlinetime=0.012516397)]"
40,"<code object place_pawn at 0x7f0397af1730, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 14>",23678,0,0.15727206000000002,0.111419422,"[_lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=23678, reccallcount=0, totaltime=0.005586865000000001, inlinetime=0.005586865000000001), _lsprof.profiler_subentry(code=<code object __init__ at 0x7f0395c5fbb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 8>, callcount=23678, reccallcount=0, totaltime=0.010650050000000001, inlinetime=0.010650050000000001), _lsprof.profiler_subentry(code=<code object Convert_str_coord at 0x7f0395622310, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/utils.py"", line 9>, callcount=23678, reccallcount=0, totaltime=0.029615723000000004, inlinetime=0.029615723000000004)]"
3,<method 'append' of 'list' objects>,445964,0,0.10187009100000001,0.10187009100000001,
42,"<code object Convert_coord_to_string at 0x7f0397b1f660, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/utils.py"", line 12>",23678,0,0.096441523,0.096441523,
33,<method 'reduce' of 'numpy.ufunc' objects>,7928,0,0.093494251,0.093494251,
20,"<code object Convert_str_coord at 0x7f0395622310, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/utils.py"", line 9>",47338,0,0.08807975500000001,0.08807975500000001,
31,<built-in method numpy.array>,7928,0,0.074517178,0.074517178,
41,"<code object remove_pawn at 0x7f0397b1f330, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 21>",23660,0,0.12463271100000001,0.06616867900000001,"[_lsprof.profiler_subentry(code=<code object Convert_str_coord at 0x7f0395622310, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/utils.py"", line 9>, callcount=23660, reccallcount=0, totaltime=0.058464032000000006, inlinetime=0.058464032000000006)]"
43,"<code object retournement at 0x7f0397b2e2e0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 11>",73097,0,0.089384823,0.065646171,"[_lsprof.profiler_subentry(code=<code object Retournement_valeur at 0x7f039565ab40, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 1>, callcount=73097, reccallcount=0, totaltime=0.023738652000000002, inlinetime=0.023738652000000002)]"
38,"<code object where at 0x7f039799b670, file ""<__array_function__ internals>"", line 177>",23696,0,0.223746406,0.06350888,"[_lsprof.profiler_subentry(code='<built-in method numpy.core._multiarray_umath.implement_array_function>', callcount=23696, reccallcount=0, totaltime=0.14892554800000002, inlinetime=0.14892554800000002), _lsprof.profiler_subentry(code=<code object where at 0x7f0396b0da30, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/multiarray.py"", line 345>, callcount=23696, reccallcount=0, totaltime=0.011311978, inlinetime=0.011311978)]"
18,"<code object Undo_move at 0x7f03793c3cf0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Player_file.py"", line 20>",23660,0,0.050112123,0.042040691000000005,"[_lsprof.profiler_subentry(code=""<method 'pop' of 'list' objects>"", callcount=23660, reccallcount=0, totaltime=0.008071432, inlinetime=0.008071432)]"
36,"<code object _wrapreduction at 0x7f0396baaf50, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/fromnumeric.py"", line 69>",3964,0,0.111718387,0.038293002,"[_lsprof.profiler_subentry(code=""<method 'reduce' of 'numpy.ufunc' objects>"", callcount=3964, reccallcount=0, totaltime=0.045444210000000006, inlinetime=0.045444210000000006), _lsprof.profiler_subentry(code=""<method 'items' of 'dict' objects>"", callcount=3964, reccallcount=0, totaltime=0.001923505, inlinetime=0.001923505), _lsprof.profiler_subentry(code=<code object <dictcomp> at 0x7f0395f47870, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/fromnumeric.py"", line 70>, callcount=3964, reccallcount=0, totaltime=0.009302666000000001, inlinetime=0.009302666000000001), _lsprof.profiler_subentry(code='<built-in method builtins.getattr>', callcount=3964, reccallcount=0, totaltime=0.016755004, inlinetime=0.016755004)]"
28,"<code object prod at 0x7f0395ff0530, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/fromnumeric.py"", line 2955>",3964,0,0.12870188700000001,0.016983500000000002,"[_lsprof.profiler_subentry(code=<code object _wrapreduction at 0x7f0396baaf50, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/fromnumeric.py"", line 69>, callcount=3964, reccallcount=0, totaltime=0.111718387, inlinetime=0.038293002)]"
0,<built-in method builtins.getattr>,3964,0,0.016755004,0.016755004,
23,"<code object prod at 0x7f0395e12310, file ""<__array_function__ internals>"", line 177>",3964,0,0.15161001200000002,0.012516397,"[_lsprof.profiler_subentry(code='<built-in method numpy.core._multiarray_umath.implement_array_function>', callcount=3964, reccallcount=0, totaltime=0.136953603, inlinetime=0.008251716000000001), _lsprof.profiler_subentry(code=<code object _prod_dispatcher at 0x7f0395fc2180, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/fromnumeric.py"", line 2950>, callcount=3964, reccallcount=0, totaltime=0.002140012, inlinetime=0.002140012)]"
35,"<code object where at 0x7f0396b0da30, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/multiarray.py"", line 345>",23696,0,0.011311978,0.011311978,
24,"<code object <dictcomp> at 0x7f0395f47870, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/fromnumeric.py"", line 70>",3964,0,0.009302666000000001,0.009302666000000001,
5,<method 'pop' of 'list' objects>,23660,0,0.008071432,0.008071432,
30,<method 'min' of 'numpy.ndarray' objects>,3431,0,0.055138175000000005,0.0068523180000000005,"[_lsprof.profiler_subentry(code=<code object _amin at 0x7f0395f47d20, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/_methods.py"", line 43>, callcount=3431, reccallcount=0, totaltime=0.048285857, inlinetime=0.004318509)]"
26,"<code object _amin at 0x7f0395f47d20, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/_methods.py"", line 43>",3431,0,0.048285857,0.004318509,"[_lsprof.profiler_subentry(code=""<method 'reduce' of 'numpy.ufunc' objects>"", callcount=3431, reccallcount=0, totaltime=0.043967348, inlinetime=0.043967348)]"
27,"<code object _prod_dispatcher at 0x7f0395fc2180, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/fromnumeric.py"", line 2950>",3964,0,0.002140012,0.002140012,
2,<method 'items' of 'dict' objects>,3964,0,0.001923505,0.001923505,
29,<method 'max' of 'numpy.ndarray' objects>,533,0,0.005803671000000001,0.001048709,"[_lsprof.profiler_subentry(code=<code object _amax at 0x7f0395f47c30, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/_methods.py"", line 39>, callcount=533, reccallcount=0, totaltime=0.004754962000000001, inlinetime=0.0006722690000000001)]"
25,"<code object _amax at 0x7f0395f47c30, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/site-packages/numpy/core/_methods.py"", line 39>",533,0,0.004754962000000001,0.0006722690000000001,"[_lsprof.profiler_subentry(code=""<method 'reduce' of 'numpy.ufunc' objects>"", callcount=533, reccallcount=0, totaltime=0.004082693, inlinetime=0.004082693)]"
7,"<code object Make_move_exploration at 0x20810b0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Player_file.py"", line 107>",18,0,268.224281388,0.000294979,"[_lsprof.profiler_subentry(code=<code object Explore_moves at 0x2a3c230, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 84>, callcount=18, reccallcount=0, totaltime=268.20234896600005, inlinetime=0.0022673420000000003), _lsprof.profiler_subentry(code=<code object verify_move at 0x7f0379260270, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 8>, callcount=18, reccallcount=0, totaltime=0.000943604, inlinetime=5.0839000000000006e-05), _lsprof.profiler_subentry(code=<code object Inverts_pawns at 0x7f03793b7230, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 44>, callcount=18, reccallcount=0, totaltime=9.6873e-05, inlinetime=5.8833000000000004e-05), _lsprof.profiler_subentry(code=<code object Count_score at 0x7f037921dd30, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 60>, callcount=18, reccallcount=0, totaltime=0.020304620000000002, inlinetime=0.020304620000000002), _lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=18, reccallcount=0, totaltime=4.614e-06, inlinetime=4.614e-06), _lsprof.profiler_subentry(code=<code object __init__ at 0x7f0395c5fbb0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/pawn_file.py"", line 8>, callcount=18, reccallcount=0, totaltime=9.174e-06, inlinetime=9.174e-06), _lsprof.profiler_subentry(code=<code object Convert_coord_to_string at 0x7f0397b1f660, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/utils.py"", line 12>, callcount=18, reccallcount=0, totaltime=0.000110326, inlinetime=0.000110326), _lsprof.profiler_subentry(code=<code object place_pawn at 0x7f0397af1730, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/board_file.py"", line 14>, callcount=18, reccallcount=0, totaltime=0.000168232, inlinetime=0.00011481900000000001)]"
6,"<code object Deroulement_tour_bot at 0x1bad770, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/main.py"", line 56>",18,0,268.24466554,0.000117566,"[_lsprof.profiler_subentry(code=<code object Get_all_permutationAble_squares at 0x7f0397998dc0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/engine_file.py"", line 67>, callcount=18, reccallcount=0, totaltime=0.02014285, inlinetime=0.002280341), _lsprof.profiler_subentry(code=<code object Make_move at 0x7f03791e2a60, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Player_file.py"", line 79>, callcount=18, reccallcount=0, totaltime=268.22435329800004, inlinetime=7.191000000000001e-05), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=18, reccallcount=0, totaltime=4.3360000000000005e-06, inlinetime=4.3360000000000005e-06), _lsprof.profiler_subentry(code='<built-in method pygame.base.quit>', callcount=1, reccallcount=0, totaltime=4.749e-05, inlinetime=4.749e-05)]"
39,"<code object main_pygame at 0x7f0397abde30, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/main.py"", line 102>",1,0,268.244741524,7.598400000000001e-05,"[_lsprof.profiler_subentry(code=<code object Deroulement_tour_bot at 0x1bad770, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/main.py"", line 56>, callcount=18, reccallcount=0, totaltime=268.24466554, inlinetime=0.000117566)]"
11,"<code object Make_move at 0x7f03791e2a60, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Player_file.py"", line 79>",18,0,268.22435329800004,7.191000000000001e-05,"[_lsprof.profiler_subentry(code=<code object Make_move_exploration at 0x20810b0, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Player_file.py"", line 107>, callcount=18, reccallcount=0, totaltime=268.224281388, inlinetime=0.000294979)]"
12,"<code object Score at 0x7f03791f3360, file ""/home/benjamin.bouissou@Digital-Grenoble.local/Documents/Git_repos_formation/Project_Othelo/Exploration_part.py"", line 26>",171,0,5.8778000000000005e-05,5.8778000000000005e-05,
19,<built-in method pygame.base.quit>,1,0,4.749e-05,4.749e-05,
13,"<code object __exit__ at 0x7f0379211f20, file ""/home/benjamin.bouissou@Digital-Grenoble.local/anaconda3/envs/Game/lib/python3.11/cProfile.py"", line 118>",1,0,6.223e-06,5.21e-06,"[_lsprof.profiler_subentry(code=""<method 'disable' of '_lsprof.Profiler' objects>"", callcount=1, reccallcount=0, totaltime=1.013e-06, inlinetime=1.013e-06)]"
10,<method 'disable' of '_lsprof.Profiler' objects>,1,0,1.013e-06,1.013e-06,
